"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Pavel A.","Mutis O.","18","108","","",6,4,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Hernych J.","Mantilla F.","72","119","","",6,4,6,7,6,1,6,0,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Andreev I.","Burgsmuller L.","52","98","","",7,6,6,1,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Mello R.","Martin A.","59","68","","",6,3,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Gonzalez F.","Acasuso J.","16","63","","",3,6,3,6,6,3,6,3,7,5,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Nadal R.","Benneteau J.","56","65","","",6,0,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Davydenko N.","Karanusic R.","26","150","","",6,2,7,5,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Roddick A.","Labadze I.","2","75","","",7,5,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Nalbandian D.","Ferrer D.","9","50","","",7,6,4,6,4,6,6,3,6,4,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Ventura S.","Calatrava A.","97","78","","",3,6,6,3,6,4,4,6,6,4,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrero J.C.","van Gemerden M.","33","270","","",2,6,6,3,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Kohlschreiber P.","Carlsen K.","102","80","","",7,6,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Rochus C.","Montanes A.","115","96","","",6,2,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Carraz G.","Mathieu P.H.","103","113","","",6,4,5,7,7,5,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Healey N.","Saretta F.","343","110","","",4,6,4,6,6,1,5,0,NA,NA,"1"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Melzer J.","Sluiter R.","34","85","","",3,3,NA,NA,NA,NA,NA,NA,NA,NA,"0"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Hanescu V.","Volandri F.","88","41","","",6,3,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Blake J.","Mayer F.","94","38","","",6,1,6,2,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Zabaleta M.","Kimmich M.","54","300","","",6,4,6,2,6,7,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Massu N.","Dupuis A.","19","76","","",6,7,7,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Henman T.","Saulnier C.","7","55","","",6,1,6,2,4,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/05","Grand Slam","Outdoor","Hard","1st Round",5,"Hewitt L.","Clement A.","3","111","","",6,3,6,4,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Beck K.","Haas T.","42","17","","",5,7,2,6,6,2,7,6,6,3,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Robredo T.","Zib T.","13","101","","",6,4,2,6,6,2,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Gaudio G.","Fish M.","10","37","","",2,6,6,4,7,5,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Kim K.","Garcia-Lopez G.","86","106","","",6,2,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Hrbaty D.","Tipsarevic J.","27","120","","",6,2,7,6,3,6,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Rochus O.","Monfils G.","53","219","","",6,1,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Baghdatis M.","Ljubicic I.","155","22","","",7,6,6,4,6,7,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Johansson T.","Calleri A.","31","66","","",6,4,5,7,6,3,2,6,7,5,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Nieminen J.","Srichaphan P.","87","28","","",6,3,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Safin M.","Ulihrach B.","4","95","","",6,4,6,1,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Agassi A.","Schuettler R.","8","40","","",6,3,6,1,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Lopez F.","Sargsian S.","23","79","","",4,6,6,3,6,4,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Dent T.","Tabara M.","30","83","","",6,4,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Ancic M.","Phau B.","29","123","","",7,5,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Johansson J.","Wessels P.","11","91","","",6,3,7,5,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Federer R.","Suzuki T.","1","203","","",6,3,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Stepanek R.","Hernych J.","32","72","","",7,6,6,1,1,6,6,7,6,0,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Nadal R.","Youzhny M.","56","15","","",6,1,4,6,4,6,7,5,6,3,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Reynolds B.","Pavel A.","283","18","","",7,6,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Canas G.","Verdasco F.","12","36","","",3,6,7,5,6,3,6,0,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Kohlschreiber P.","Massu N.","102","19","","",6,0,2,0,NA,NA,NA,NA,NA,NA,"1"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Lisnard J.R.","Grosjean S.","142","14","","",1,6,4,6,6,3,6,4,6,3,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Gonzalez F.","Andreev I.","16","52","","",7,5,6,2,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Coria G.","Mello R.","6","59","","",6,4,6,7,6,3,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Chela J.I.","Carraz G.","24","103","","",7,6,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Melzer J.","Healey N.","34","343","","",6,3,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Davydenko N.","Rochus C.","26","115","","",6,4,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Hewitt L.","Blake J.","3","94","","",4,6,7,6,6,0,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Henman T.","Hanescu V.","7","88","","",7,5,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Nalbandian D.","Ventura S.","9","97","","",6,0,6,3,2,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrero J.C.","Zabaleta M.","33","54","","",6,1,6,2,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/05","Grand Slam","Outdoor","Hard","2nd Round",5,"Roddick A.","Rusedski G.","2","48","","",6,0,3,6,6,2,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Hrbaty D.","Gaudio G.","27","10","","",7,6,6,7,6,7,6,1,6,3,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Johansson T.","Kim K.","31","86","","",3,6,6,2,6,7,6,2,6,2,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Safin M.","Ancic M.","4","29","","",6,4,3,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Rochus O.","Beck K.","53","42","","",6,7,6,1,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Federer R.","Nieminen J.","1","87","","",6,3,5,2,NA,NA,NA,NA,NA,NA,"1"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Johansson J.","Lopez F.","11","23","","",6,3,3,6,5,7,7,6,13,11,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Baghdatis M.","Robredo T.","155","13","","",7,6,6,4,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Agassi A.","Dent T.","8","30","","",7,5,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Coria G.","Ferrero J.C.","6","33","","",6,3,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Davydenko N.","Henman T.","26","7","","",6,4,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Canas G.","Stepanek R.","12","32","","",6,1,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Kohlschreiber P.","Lisnard J.R.","102","142","","",7,5,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Nalbandian D.","Gonzalez F.","9","16","","",6,7,7,5,6,2,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Roddick A.","Melzer J.","2","34","","",6,2,6,2,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Nadal R.","Reynolds B.","56","283","","",6,1,6,1,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/05","Grand Slam","Outdoor","Hard","3rd Round",5,"Hewitt L.","Chela J.I.","3","24","","",6,2,4,6,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/05","Grand Slam","Outdoor","Hard","4th Round",5,"Federer R.","Baghdatis M.","1","155","","",6,2,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/05","Grand Slam","Outdoor","Hard","4th Round",5,"Hrbaty D.","Johansson T.","27","31","","",7,5,6,3,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/05","Grand Slam","Outdoor","Hard","4th Round",5,"Agassi A.","Johansson J.","8","11","","",6,7,7,6,7,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/05","Grand Slam","Outdoor","Hard","4th Round",5,"Safin M.","Rochus O.","4","53","","",4,6,7,6,7,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/05","Grand Slam","Outdoor","Hard","4th Round",5,"Roddick A.","Kohlschreiber P.","2","102","","",6,3,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/05","Grand Slam","Outdoor","Hard","4th Round",5,"Davydenko N.","Canas G.","26","12","","",6,3,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/05","Grand Slam","Outdoor","Hard","4th Round",5,"Hewitt L.","Nadal R.","3","56","","",7,5,3,6,1,6,7,6,6,2,"3"
6,"Melbourne","Australian Open","1/24/05","Grand Slam","Outdoor","Hard","4th Round",5,"Nalbandian D.","Coria G.","9","6","","",5,7,7,5,6,3,6,0,NA,NA,"3"
6,"Melbourne","Australian Open","1/25/05","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Safin M.","Hrbaty D.","4","27","","",6,2,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/25/05","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Federer R.","Agassi A.","1","8","","",6,3,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/26/05","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Roddick A.","Davydenko N.","2","26","","",6,3,7,5,4,1,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/26/05","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Hewitt L.","Nalbandian D.","3","9","","",6,3,6,2,1,6,3,6,10,8,"3"
6,"Melbourne","Australian Open","1/27/05","Grand Slam","Outdoor","Hard","Semifinals",5,"Safin M.","Federer R.","4","1","","",5,7,6,4,5,7,7,6,9,7,"3"
6,"Melbourne","Australian Open","1/28/05","Grand Slam","Outdoor","Hard","Semifinals",5,"Hewitt L.","Roddick A.","3","2","","",3,6,7,6,7,6,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/30/05","Grand Slam","Outdoor","Hard","The Final",5,"Safin M.","Hewitt L.","4","3","","",1,6,6,3,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Ginepri R.","Melzer J.","18","55","1495","675",6,1,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Gaudio G.","Sabau R.","10","107","2050","397",6,2,5,0,NA,NA,NA,NA,NA,NA,"1"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrer D.","Serra F.","14","37","1635","863",4,6,6,3,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Burgsmuller L.","Schuettler R.","143","87","295","463",3,6,6,3,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Bracciali D.","Lu Y.H.","80","161","498","256",6,1,7,6,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Hernych J.","Vicente F.","90","106","455","400",2,6,6,3,7,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Stepanek R.","Rehnquist B.","20","368","1440","83",6,1,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Gremelmayr D.","Bjorkman J.","177","66","218","578",3,6,6,2,6,0,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Nalbandian D.","Udomchoke D.","4","121","2370","370",6,2,6,2,1,6,6,7,6,1,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Wawrinka S.","Montanes A.","46","72","735","536",4,6,6,2,6,3,6,0,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Baghdatis M.","Gimelstob J.","54","115","684","383",7,6,7,5,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Nieminen J.","Kimmich M.","24","313","1230","103",6,2,6,3,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Ancic M.","Calleri A.","21","52","1390","692",6,4,4,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Pavel A.","Moya C.","82","35","485","885",6,4,7,6,4,6,3,6,6,4,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Wang Y.T.","Zabaleta M.","98","83","423","481",6,2,7,5,4,1,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Moodie W.","Hernandez O.","60","113","603","385",3,6,7,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Faurel J.C.","Waske A.","203","122","183","368",7,6,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Garcia-Lopez G.","Dent T.","110","31","393","920",7,6,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Kohlschreiber P.","Dlouhy L.","79","96","500","428",7,5,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Ljubicic I.","Guccione C.","8","148","2180","283",7,6,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Berdych T.","Reynolds B.","23","92","1250","442",7,5,6,3,6,7,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Lopez F.","Behrend T.","33","88","900","461",6,2,7,5,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Santoro F.","Spadea V.","65","73","580","515",3,6,6,0,6,2,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Benneteau J.","Daniel M.","162","95","255","429",6,2,6,1,3,0,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Robredo T.","Vanek J.","19","97","1490","425",6,4,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Simon G.","Massu N.","123","61","365","600",7,6,6,2,3,6,4,6,6,3,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Blake J.","Acasuso J.","22","45","1390","768",6,2,6,3,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Malisse X.","Youzhny M.","39","42","836","795",7,5,5,7,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Johansson T.","Saulnier C.","13","89","1645","460",6,1,7,6,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Tursunov D.","Henman T.","53","36","690","870",5,7,6,3,6,4,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Muller G.","Mello R.","71","131","538","323",5,7,6,2,6,7,7,6,6,0,"3"
6,"Melbourne","Australian Open","1/16/06","Grand Slam","Outdoor","Hard","1st Round",5,"Roddick A.","Lammer M.","3","220","3085","163",6,4,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Federer R.","Istomin D.","1","195","6725","198",6,2,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Coria G.","Hanescu V.","9","38","2175","856",6,4,1,6,4,6,6,2,6,1,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Horna L.","Monfils G.","81","27","492","1129",6,4,7,5,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Hrbaty D.","Marach O.","15","125","1540","360",3,6,4,6,6,2,6,1,6,3,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Luzzi F.","Marin J.A.","186","108","209","395",6,1,6,4,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Goldstein P.","Djokovic N.","68","76","567","502",6,2,1,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Luczak P.","Minar I.","139","102","304","413",7,6,7,6,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Norman D.","Fleishman Z.","104","236","404","150",6,4,7,6,5,7,0,6,6,3,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Rochus O.","Llodra M.","29","141","1045","298",6,4,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Phau B.","Berlocq C.","91","75","454","504",6,4,7,6,2,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Kim K.","Levy H.","99","218","416","165",6,4,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Healey N.","Volandri F.","240","32","148","910",6,2,6,3,NA,NA,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Haas T.","Gasquet R.","41","16","825","1511",6,2,7,5,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Davydenko N.","Karlovic I.","5","67","2355","575",7,5,4,6,3,6,7,5,6,3,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Andreev I.","Almagro N.","26","111","1215","392",7,5,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Pashanski B.","Arthurs W.","77","100","502","416",6,3,6,4,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Monaco J.","Lisnard J.R.","85","109","477","393",4,6,6,2,6,4,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Chela J.I.","Murray A.","51","62","695","593",6,1,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Hewitt L.","Vik R.","6","58","2330","612",6,4,2,6,5,7,7,6,6,3,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Delic A.","Starace P.","173","105","224","403",7,5,6,7,6,3,3,6,6,3,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Mayer F.","Lee H.T.","69","112","544","386",6,4,6,1,4,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Vliegen K.","Rochus C.","84","43","481","795",6,3,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Kiefer N.","Srichaphan P.","25","50","1215","705",6,7,4,6,7,6,6,1,6,2,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Tipsarevic J.","Seppi A.","137","56","309","672",1,6,6,4,4,6,6,2,6,4,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Mirnyi M.","Ascione T.","34","93","890","440",6,3,3,6,6,1,6,7,6,0,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Sanguinetti D.","Adaktusson J.","44","265","779","133",7,6,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Mathieu P.H.","Clement A.","48","64","713","583",6,3,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Bogomolov A.","Gonzalez F.","202","12","184","1655",4,6,7,6,6,3,6,7,7,5,"3"
6,"Melbourne","Australian Open","1/17/06","Grand Slam","Outdoor","Hard","1st Round",5,"Sluiter R.","Snobel P.","103","217","407","167",6,4,2,6,6,2,6,4,NA,NA,"3"
