"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Federer R.","di Pasquale A.","29","61","6","4",4,6,6,1,7,5,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Ferreira W.","Alami K.","13","55","6","3",7,5,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrero J.C.","Jones A.","12","400","6","3",7,6,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Goldstein P.","Puentes G.","80","91","4","6",6,4,6,2,6,1,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Grosjean S.","Ljubicic I.","19","92","6","0",7,6,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Haas T.","Massu N.","20","66","6","3",6,1,6,1,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Henman T.","Arazi H.","10","28","7","6",6,4,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Heuberger I.","El Aynaoui Y.","234","31","6","2",5,4,NA,NA,NA,NA,NA,NA,1,0,"Retired"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Hewitt L.","Bjorkman J.","7","41","7","5",4,6,2,6,6,3,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Hrbaty D.","Lisnard J.","16","214","3","6",3,6,6,4,6,1,6,1,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Ilie A.","Wessels P.","49","130","6","3",6,4,3,6,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Johansson T.","Behrend T.","34","152","6","1",6,2,6,0,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Kafelnikov Y.","Knippschild J.","5","109","6","1",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Kiefer N.","Black W.","22","107","6","3",7,5,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Koubek S.","Tarango J.","48","112","3","6",6,3,6,4,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Kratochvil M.","Sluiter R.","94","96","6","2",6,2,7,6,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Kuerten G.","Gaudio G.","1","38","7","5",6,7,6,3,7,5,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Lapentti N.","Lee H.T.","24","87","3","6",6,3,6,4,3,6,8,6,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Levy H.","Vicente F.","60","44","4","6",6,3,6,3,6,1,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Mamiit C.","Breen M.","125","260","1","6",6,4,4,6,6,3,6,4,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Martin A.","Rochus O.","81","70","6","3",6,4,6,0,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Martin T.","Black B.","54","35","7","5",6,4,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Medvedev A.","Mahut N.","59","388","6","2",6,4,2,6,4,6,6,4,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Mirnyi M.","Perry T.","45","484","7","6",6,4,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Moya C.","Rios M.","42","23","6","3",6,3,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Nestor D.","Mantilla F.","218","100","6","2",3,6,6,2,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Norman M.","Huet S.","4","119","1","6",7,5,6,1,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Pavel A.","Russell M.","26","148","7","6",6,7,7,5,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Pioline C.","Sanguinetti D.","17","71","7","6",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Popp A.","Srichaphan P.","84","110","3","6",6,4,6,1,3,6,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Pozzi G.","O'Brien A.","43","249","1","6",7,6,6,4,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Prinosil D.","Bruguera S.","39","83","7","5",6,1,1,6,2,6,6,1,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Rafter P.","Draper S.","15","253","6","3",6,2,7,5,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Rochus C.","Gimelstob J.","73","98","4","6",3,6,6,4,6,0,9,7,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Rosset M.","Vinck C.","30","104","6","3",6,1,7,6,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Rusedski G.","Ondruska M.","65","202","3","6",6,3,7,6,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Sa A.","Fromberg R.","103","86","6","2",6,4,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Safin M.","Blanco G.","2","117","6","4",1,6,6,4,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Sampras P.","Kucera K.","3","75","7","6",3,6,6,4,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Santoro F.","Chang M.","47","33","7","5",4,6,6,3,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Sargsian S.","Petrovic D.","95","269","6","1",1,6,6,0,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Schuettler R.","Svarc L.","58","250","7","5",4,6,7,6,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Siemerink J.","Schalken S.","106","27","2","6",6,3,6,4,3,6,6,3,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Squillari F.","Sanchez D.","14","85","6","3",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Tabara M.","Gaudenzi A.","69","102","3","6",6,4,6,4,5,7,6,4,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Ulihrach B.","Voltchkov V.","57","37","4","6",7,5,6,3,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Vinciguerra A.","Voinea A.","52","114","7","6",6,3,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Woodruff C.","Gambill J.M.","68","32","6","3",4,6,4,6,7,5,6,3,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Youzhny M.","Diaz J.","113","115","6","1",6,1,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","1st Round",5,"Zabaleta M.","Woodbridge T.","62","179","6","4",6,2,5,7,2,6,6,4,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Agassi A.","Goldstein P.","6","80","6","1",6,3,6,1,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Arthurs W.","Heuberger I.","82","234","6","3",3,6,6,3,3,6,6,1,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Burgsmuller L.","Koubek S.","185","48","7","6",6,4,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Calatrava A.","Coria G.","50","79","6","4",6,3,3,6,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Chela J.I.","Levy H.","64","60","6","2",6,2,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Clement A.","Martin A.","18","81","6","2",6,1,6,1,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Federer R.","Escude N.","29","46","6","1",6,4,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferreira W.","Boutter J.","13","67","3","6",6,2,6,2,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Grosjean S.","Siemerink J.","19","106","6","3",6,0,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Henman T.","Lapentti N.","10","24","6","1",7,6,7,6,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Hewitt L.","Haas T.","7","20","7","5",7,6,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Hrbaty D.","Clavet F.","16","40","6","3",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Ilie A.","Ferrero J.C.","49","12","3","6",6,2,6,1,1,6,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Johansson T.","Pozzi G.","34","43","7","6",7,5,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Kafelnikov Y.","Kiefer N.","5","22","6","2",3,6,3,6,6,3,6,0,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Kratochvil M.","Mirnyi M.","94","45","6","3",6,4,6,7,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Martin T.","Calleri A.","54","63","1","6",7,6,7,6,4,6,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Moya C.","Rosset M.","42","30","6","2",6,1,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Nestor D.","Squillari F.","218","14","3","6",6,2,6,4,7,5,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Norman M.","Santoro F.","4","47","7","6",6,3,6,0,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Pioline C.","Dosedel S.","17","72","7","6",1,6,6,4,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Prinosil D.","Mamiit C.","39","125","4","6",3,6,6,2,6,3,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Rafter P.","Davydenko N.","15","133","6","4",2,6,6,3,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Rochus C.","Sa A.","73","103","6","3",6,2,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Rusedski G.","Kuerten G.","65","1","4","6",6,4,6,3,2,6,9,7,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Safin M.","Pavel A.","2","26","4","6",6,3,6,4,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Sampras P.","Ulihrach B.","3","57","7","6",7,6,4,6,7,5,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Schuettler R.","Sargsian S.","58","95","6","3",7,5,4,6,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Tabara M.","Canas G.","69","228","7","6",6,3,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Vinciguerra A.","Medvedev A.","52","59","6","3",7,6,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Woodruff C.","Popp A.","68","84","4","6",6,3,6,4,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","2nd Round",5,"Youzhny M.","Zabaleta M.","113","62","5","7",7,6,6,2,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Agassi A.","Prinosil D.","6","39","7","6",5,0,NA,NA,NA,NA,NA,NA,1,0,"Retired"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Clement A.","Federer R.","18","29","7","6",6,4,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Grosjean S.","Johansson T.","19","34","6","4",6,1,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Henman T.","Arthurs W.","10","82","6","3",6,2,0,6,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Hrbaty D.","Rochus C.","16","73","6","4",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Ilie A.","Youzhny M.","49","113","7","6",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Kafelnikov Y.","Woodruff C.","5","68","6","7",7,5,6,2,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Martin T.","Pioline C.","54","17","6","4",3,6,6,3,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Moya C.","Hewitt L.","42","7","4","6",6,1,5,7,6,2,7,5,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Norman M.","Calatrava A.","4","50","7","6",3,6,7,6,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Rafter P.","Kratochvil M.","15","94","6","4",6,1,7,5,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Rusedski G.","Burgsmuller L.","65","185","6","1",6,2,6,1,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Safin M.","Tabara M.","2","69","6","1",6,1,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Sampras P.","Chela J.I.","3","64","6","4",4,6,4,6,7,5,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Schuettler R.","Nestor D.","58","218","6","4",6,2,7,5,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","3rd Round",5,"Vinciguerra A.","Ferreira W.","52","13","6","0",3,6,6,4,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Agassi A.","Ilie A.","6","49","6","7",6,3,6,0,6,3,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Clement A.","Rusedski G.","18","65","6","3",6,2,7,5,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Grosjean S.","Norman M.","19","4","7","6",6,3,0,6,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Hrbaty D.","Safin M.","16","2","6","2",7,6,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Kafelnikov Y.","Vinciguerra A.","5","52","7","5",7,5,6,1,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Martin T.","Sampras P.","54","3","6","7",6,3,6,4,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Moya C.","Schuettler R.","42","58","7","6",6,3,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","4th Round",5,"Rafter P.","Henman T.","15","10","6","2",6,3,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Agassi A.","Martin T.","6","54","7","5",6,3,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Clement A.","Kafelnikov Y.","18","5","6","4",5,7,7,6,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Grosjean S.","Moya C.","19","42","6","1",6,4,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Rafter P.","Hrbaty D.","15","16","6","2",6,7,7,5,6,0,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Semifinals",5,"Agassi A.","Rafter P.","6","15","7","5",2,6,6,7,6,2,6,3,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","Semifinals",5,"Clement A.","Grosjean S.","18","19","5","7",2,6,7,6,7,5,6,2,3,2,"Completed"
6,"Melbourne","Australian Open","1/15/01","Grand Slam","Outdoor","Hard","The Final",5,"Agassi A.","Clement A.","6","18","6","4",6,2,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Acasuso J.","Vacek J.","85","72","3","6",1,6,6,4,7,6,6,1,3,2,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Arazi H.","Heuberger I.","26","114","6","4",6,2,4,6,7,6,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Bachelot J.F","Galvani S.","255","132","6","2",7,5,7,5,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Bjorkman J.","Massu N.","64","100","6","4",NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Retired"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Black B.","Labadze I.","215","104","4","6",4,6,6,3,6,3,7,5,3,2,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Blake J.","Corretja A.","70","16","5","7",7,6,6,3,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Boutter J.","Kuerten G.","49","2","3","6",4,6,7,5,6,3,6,3,3,2,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Calatrava A.","Rochus O.","98","111","6","3",3,6,6,3,3,6,6,3,3,2,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Canas G.","Srichaphan P.","14","83","6","1",6,1,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Chela J.I.","Okun N.","55","113","6","2",6,7,6,3,6,1,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Clavet F.","Lee M.","61","103","7","6",6,1,6,0,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Clement A.","Saretta F.","17","110","6","4",7,6,6,4,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Costa A.","Mantilla F.","40","34","2","6",6,2,6,3,6,4,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Delgado R.","Montanes A.","88","63","7","5",6,7,4,6,6,4,6,1,3,2,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Dent T.","Tabara M.","129","97","6","2",6,1,6,2,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"El Aynaoui Y.","Vanek J.","23","96","6","3",6,3,6,3,NA,NA,NA,NA,3,0,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Enqvist T.","Thomann N.","28","223","2","6",6,3,6,1,6,2,NA,NA,3,1,"Completed"
6,"Melbourne","Australian Open","1/14/02","Grand Slam","Outdoor","Hard","1st Round",5,"Escude N.","Reid T.","31","844","1","6",6,1,6,4,6,4,NA,NA,3,1,"Completed"
